                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    866,                0.29112,                0.18255,                0.78841,                 0.3834,                 0.1407,                0.78868,                0.83937,                0.85771,                0.84126,                0.46313,                 1.3915,                0.65574,                 1.4113,                  1.497,                0.78704,                 1.3977,             0.00010327,             0.00010327,             0.00010327
                    867,                0.29436,                0.17987,                0.79197,                0.39531,                 0.1412,                0.79165,                0.84823,                  0.871,                0.84293,                0.46184,                 1.3915,                0.66125,                 1.4148,                 1.4951,                 0.7904,                 1.3997,             0.00010257,             0.00010257,             0.00010257
                    868,                0.30146,                0.18544,                0.79241,                0.44466,                0.16443,                0.79034,                0.84628,                 0.8762,                0.83674,                0.45758,                 1.3918,                0.66033,                 1.4159,                 1.4931,                0.78755,                 1.4011,             0.00010186,             0.00010186,             0.00010186
                    869,                0.30589,                0.18694,                0.80732,                0.40941,                0.14992,                0.80436,                0.84283,                0.87782,                0.84495,                0.46068,                 1.3902,                0.65561,                 1.4205,                   1.49,                0.77007,                 1.4025,             0.00010115,             0.00010115,             0.00010115
                    870,                0.29374,                0.17817,                0.80898,                0.37965,                0.13801,                0.80824,                0.85172,                0.86754,                0.84375,                0.46002,                 1.3876,                0.66208,                 1.4167,                  1.491,                 0.7797,                 1.4056,             0.00010045,             0.00010045,             0.00010045
                    871,                0.29313,                0.18043,                 0.8056,                0.38936,                0.13967,                0.80486,                0.84984,                  0.877,                 0.8401,                0.45808,                 1.3892,                0.66997,                 1.4207,                 1.4914,                0.78772,                 1.4064,             9.9739e-05,             9.9739e-05,             9.9739e-05
                    872,                0.28197,                0.17732,                0.79418,                0.36007,                0.12947,                0.78934,                0.85309,                0.87798,                0.84342,                0.46036,                 1.3909,                0.67365,                 1.4264,                 1.4917,                0.80754,                 1.4078,             9.9032e-05,             9.9032e-05,             9.9032e-05
                    873,                0.30163,                0.19414,                0.80955,                0.39034,                0.15753,                0.80964,                0.85323,                0.87368,                0.84429,                0.46375,                  1.391,                0.68043,                 1.4303,                 1.4918,                0.80548,                  1.407,             9.8325e-05,             9.8325e-05,             9.8325e-05
                    874,                0.29014,                0.18196,                0.79557,                 0.3689,                0.13461,                0.79229,                 0.8689,                0.84282,                0.83967,                0.46041,                 1.3901,                0.67494,                 1.4284,                 1.4903,                0.80724,                 1.4033,             9.7618e-05,             9.7618e-05,             9.7618e-05
                    875,                0.29031,                0.18397,                0.79571,                0.38301,                0.14156,                 0.7932,                0.88039,                0.84713,                0.84389,                0.46131,                 1.3917,                0.67707,                 1.4283,                 1.4914,                0.80818,                  1.403,             9.6911e-05,             9.6911e-05,             9.6911e-05
                    876,                0.28449,                0.17973,                0.79929,                0.35451,                0.13394,                0.79266,                 0.8785,                0.85064,                0.84278,                0.46029,                 1.3913,                0.67796,                 1.4239,                 1.4943,                0.81607,                 1.4043,             9.6204e-05,             9.6204e-05,             9.6204e-05
                    877,                 0.2944,                0.18118,                0.79605,                0.37786,                0.13458,                 0.7944,                0.88108,                 0.8489,                0.84418,                  0.463,                 1.3895,                0.67167,                 1.4201,                 1.5086,                0.79139,                 1.4185,             9.5498e-05,             9.5498e-05,             9.5498e-05
                    878,                0.27847,                0.17817,                0.79837,                0.37197,                0.14402,                0.79795,                0.88935,                0.84386,                0.84872,                0.46679,                 1.3866,                0.66832,                  1.413,                 1.4936,                0.80834,                 1.4017,             9.4791e-05,             9.4791e-05,             9.4791e-05
                    879,                0.30229,                0.18472,                0.80449,                0.39509,                0.14534,                0.80454,                0.89067,                0.84059,                0.85444,                0.46744,                 1.3951,                0.66633,                 1.4219,                 1.4841,                0.81583,                 1.3989,             9.4084e-05,             9.4084e-05,             9.4084e-05
                    880,                0.28148,                0.17457,                0.79657,                 0.3673,                0.14191,                  0.792,                0.87589,                0.85486,                0.85581,                0.46793,                 1.3935,                0.67489,                 1.4133,                  1.494,                0.81732,                 1.4023,             9.3377e-05,             9.3377e-05,             9.3377e-05
                    881,                0.28335,                0.18122,                0.79255,                0.37968,                0.13552,                0.79251,                0.87323,                0.85704,                0.85636,                0.46656,                 1.3985,                0.67731,                 1.4157,                 1.5109,                0.79305,                 1.4251,              9.267e-05,              9.267e-05,              9.267e-05
                    882,                0.30137,                0.19023,                0.80652,                0.37812,                0.15486,                0.80386,                 0.8696,                0.85374,                0.85334,                0.46658,                 1.4003,                0.67148,                 1.4191,                 1.5116,                0.78937,                  1.423,             9.1963e-05,             9.1963e-05,             9.1963e-05
                    883,                0.29344,                0.17693,                0.80608,                0.36767,                0.13722,                 0.8015,                0.87204,                0.85425,                0.84818,                0.46589,                  1.402,                0.66666,                 1.4228,                 1.5139,                0.78282,                 1.4238,             9.1256e-05,             9.1256e-05,             9.1256e-05
                    884,                0.28395,                 0.1773,                0.80424,                0.37579,                0.13643,                0.80151,                0.85206,                0.85453,                0.83651,                0.46134,                 1.4082,                0.65842,                  1.435,                 1.5141,                0.79018,                  1.427,             9.0549e-05,             9.0549e-05,             9.0549e-05
                    885,                0.27537,                0.17414,                0.80038,                0.33804,                0.13285,                0.79706,                0.86682,                0.84652,                0.84548,                0.46624,                  1.404,                0.65535,                 1.4309,                 1.5106,                0.77718,                 1.4256,             8.9843e-05,             8.9843e-05,             8.9843e-05
                    886,                0.27982,                0.17559,                0.79135,                 0.3415,                0.12022,                0.78855,                0.85295,                0.86067,                0.84591,                0.46449,                 1.4026,                0.65279,                 1.4281,                 1.5076,                0.79338,                 1.4183,             8.9136e-05,             8.9136e-05,             8.9136e-05
                    887,                0.28029,                0.17449,                0.79265,                0.37126,                0.13331,                0.78688,                0.86584,                 0.8498,                 0.8453,                0.46257,                 1.4012,                0.65212,                 1.4269,                 1.5039,                 0.8152,                 1.4126,             8.8429e-05,             8.8429e-05,             8.8429e-05
                    888,                0.29927,                0.18711,                0.79361,                0.40654,                0.16309,                0.79433,                0.86828,                0.85874,                 0.8415,                0.46114,                 1.3988,                0.64831,                 1.4262,                  1.494,                0.81466,                  1.408,             8.7722e-05,             8.7722e-05,             8.7722e-05
                    889,                0.28676,                0.17527,                0.80183,                0.35158,                0.12394,                0.79742,                0.87897,                0.85875,                0.84304,                0.46256,                 1.3974,                0.64976,                 1.4263,                 1.4984,                0.79633,                   1.41,             8.7015e-05,             8.7015e-05,             8.7015e-05
                    890,                 0.2913,                0.17975,                0.79416,                0.38426,                 0.1437,                0.79273,                 0.8456,                0.86113,                0.84024,                0.46512,                 1.3974,                0.65484,                 1.4254,                 1.4991,                0.79853,                 1.4098,             8.6308e-05,             8.6308e-05,             8.6308e-05
                    891,                0.30433,                 0.1928,                 0.8046,                0.41317,                0.15827,                  0.801,                0.86511,                0.84558,                0.84461,                0.46931,                 1.3964,                0.66115,                 1.4243,                  1.492,                0.80526,                 1.4082,             8.5601e-05,             8.5601e-05,             8.5601e-05
                    892,                0.28251,                0.17701,                0.79849,                  0.351,                0.12461,                0.79818,                0.85349,                0.84815,                0.84229,                0.46963,                 1.3958,                0.66119,                 1.4196,                 1.4947,                0.79277,                 1.4078,             8.4895e-05,             8.4895e-05,             8.4895e-05
                    893,                0.28863,                0.17496,                 0.8038,                0.36482,                0.12832,                 0.8036,                0.87474,                 0.8395,                0.84624,                0.46907,                 1.3962,                0.66216,                 1.4158,                 1.4929,                0.79322,                 1.4055,             8.4188e-05,             8.4188e-05,             8.4188e-05
                    894,                0.29532,                0.18221,                0.79912,                0.39805,                0.14275,                0.79687,                 0.8795,                0.84164,                0.84075,                0.46587,                 1.3947,                0.66249,                  1.413,                 1.4972,                0.78506,                  1.407,             8.3481e-05,             8.3481e-05,             8.3481e-05
                    895,                0.29366,                0.18487,                0.80025,                0.38747,                0.13977,                0.79705,                0.88075,                0.83888,                0.84406,                0.46416,                 1.3958,                0.65808,                 1.4121,                 1.5005,                0.78101,                 1.4057,             8.2774e-05,             8.2774e-05,             8.2774e-05
                    896,                0.30771,                0.19085,                0.80172,                0.40792,                0.15757,                0.80147,                0.88087,                0.83356,                0.83897,                0.46172,                 1.3995,                0.65082,                 1.4176,                 1.5052,                0.79361,                 1.4081,             8.2067e-05,             8.2067e-05,             8.2067e-05
                    897,                0.29433,                0.17945,                0.78769,                0.38985,                 0.1372,                 0.7864,                0.87376,                0.84635,                 0.8397,                0.46249,                 1.3992,                0.64925,                  1.418,                 1.5047,                 0.8008,                  1.406,              8.136e-05,              8.136e-05,              8.136e-05
                    898,                0.29608,                0.17931,                0.80252,                0.38117,                 0.1398,                 0.8037,                 0.8806,                0.83785,                0.85256,                0.46667,                 1.4004,                0.64973,                 1.4245,                 1.5102,                0.79532,                 1.4104,             8.0653e-05,             8.0653e-05,             8.0653e-05
                    899,                0.29332,                0.17933,                0.80784,                0.38003,                0.13239,                0.80773,                0.88195,                0.84364,                0.85544,                0.46747,                 1.4017,                0.65362,                 1.4286,                 1.5109,                0.79177,                 1.4163,             7.9947e-05,             7.9947e-05,             7.9947e-05
                    900,                0.26933,                 0.1679,                0.78996,                0.36337,                0.13237,                0.78968,                0.88618,                0.83995,                0.84702,                 0.4659,                 1.4065,                 0.6568,                 1.4352,                 1.5124,                 0.7932,                 1.4195,              7.924e-05,              7.924e-05,              7.924e-05
                    901,                 0.2887,                0.17739,                0.80339,                0.37943,                0.13835,                0.80045,                0.87834,                0.84523,                0.84383,                0.46443,                 1.4084,                0.65494,                 1.4396,                  1.513,                0.79292,                 1.4213,             7.8533e-05,             7.8533e-05,             7.8533e-05
                    902,                0.28478,                0.17597,                0.79314,                0.38953,                0.14065,                0.79246,                 0.8769,                0.84559,                 0.8493,                0.46358,                   1.41,                 0.6541,                 1.4403,                 1.5138,                0.78999,                 1.4224,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    903,                0.29044,                0.17919,                0.80499,                0.37813,                0.14202,                0.80316,                 0.8772,                0.84948,                 0.8439,                0.46093,                 1.4106,                0.65756,                 1.4395,                 1.5154,                0.79098,                 1.4252,             7.7119e-05,             7.7119e-05,             7.7119e-05
                    904,                0.30987,                0.18738,                0.79851,                0.41482,                 0.1494,                0.80012,                0.87373,                0.87369,                0.84818,                0.46437,                 1.4085,                0.65185,                 1.4382,                 1.5107,                0.79164,                 1.4197,             7.6412e-05,             7.6412e-05,             7.6412e-05
                    905,                0.28959,                0.17773,                 0.7956,                0.37301,                0.13288,                0.79463,                0.85754,                0.87708,                0.85132,                0.46385,                 1.4089,                0.65497,                 1.4364,                 1.5078,                0.79671,                 1.4171,             7.5705e-05,             7.5705e-05,             7.5705e-05
                    906,                0.29208,                0.17839,                0.79019,                0.38573,                0.14261,                0.78723,                0.87584,                  0.844,                0.85262,                0.46353,                 1.4057,                0.66224,                 1.4283,                 1.5099,                0.78675,                 1.4156,             7.4999e-05,             7.4999e-05,             7.4999e-05
                    907,                0.29338,                0.18074,                0.79423,                0.41535,                0.14884,                0.79509,                 0.8654,                0.85698,                0.85291,                 0.4652,                 1.4051,                0.65822,                 1.4255,                 1.5092,                0.78067,                 1.4121,             7.4292e-05,             7.4292e-05,             7.4292e-05
                    908,                0.30183,                0.18395,                0.78995,                0.42838,                0.15333,                0.78801,                0.86884,                0.85718,                 0.8445,                0.46213,                 1.4011,                 0.6545,                 1.4204,                 1.5043,                0.78908,                 1.4071,             7.3585e-05,             7.3585e-05,             7.3585e-05
                    909,                0.28197,                0.17885,                0.81088,                0.36051,                0.13383,                0.80891,                0.86313,                 0.8562,                0.84634,                0.46095,                 1.3997,                0.65439,                 1.4216,                 1.5015,                0.79346,                  1.409,             7.2878e-05,             7.2878e-05,             7.2878e-05
                    910,                0.28579,                0.17593,                0.79402,                0.38707,                0.13583,                0.79293,                0.88473,                0.85095,                0.84997,                0.46329,                 1.3975,                0.64886,                 1.4248,                 1.4992,                0.78401,                 1.4084,             7.2171e-05,             7.2171e-05,             7.2171e-05
                    911,                0.29975,                0.18147,                0.79332,                0.38221,                0.13166,                0.78963,                0.88683,                0.87431,                0.85802,                0.46496,                 1.3965,                0.64886,                 1.4253,                  1.497,                0.78611,                 1.4082,             7.1464e-05,             7.1464e-05,             7.1464e-05
                    912,                0.27647,                 0.1707,                 0.7948,                0.37174,                0.13699,                0.79224,                0.88213,                0.85221,                0.84636,                0.46305,                 1.3962,                0.65119,                 1.4255,                 1.4972,                0.79144,                 1.4087,             7.0757e-05,             7.0757e-05,             7.0757e-05
                    913,                0.31055,                0.19271,                0.79736,                0.42847,                0.15825,                0.80096,                 0.8844,                  0.853,                0.85169,                0.46436,                 1.3943,                0.65413,                 1.4239,                 1.4933,                0.78283,                 1.4076,             7.0051e-05,             7.0051e-05,             7.0051e-05
                    914,                0.29092,                0.17523,                0.80557,                0.38503,                0.13548,                0.80283,                0.88633,                0.85262,                0.84588,                0.46371,                  1.394,                0.65642,                  1.425,                 1.4946,                0.78241,                 1.4085,             6.9344e-05,             6.9344e-05,             6.9344e-05
                    915,                0.28411,                0.17463,                0.79824,                0.38064,                0.14232,                0.79991,                0.88124,                0.85454,                0.84864,                0.46459,                 1.3963,                0.65375,                 1.4262,                 1.4968,                0.78017,                 1.4092,             6.8637e-05,             6.8637e-05,             6.8637e-05
                    916,                0.27456,                0.17137,                0.80332,                0.34202,                0.13239,                 0.8007,                0.87662,                0.85535,                0.84979,                0.46719,                 1.3965,                0.65443,                 1.4256,                 1.4967,                0.78116,                 1.4095,              6.793e-05,              6.793e-05,              6.793e-05
                    917,                0.27439,                0.17321,                0.79265,                0.37075,                0.14456,                0.79139,                0.86654,                0.85835,                0.85138,                0.46658,                 1.3978,                0.65489,                 1.4331,                  1.496,                0.79002,                 1.4157,             6.7223e-05,             6.7223e-05,             6.7223e-05
                    918,                0.30157,                 0.1814,                0.80138,                0.40906,                0.15373,                 0.7992,                 0.8722,                0.85723,                0.85179,                0.46587,                 1.4004,                0.65452,                 1.4369,                 1.4943,                 0.7996,                 1.4143,             6.6516e-05,             6.6516e-05,             6.6516e-05
                    919,                0.28669,                0.18051,                0.79843,                0.36604,                 0.1354,                0.79583,                0.88001,                0.85658,                0.85419,                0.46612,                  1.403,                0.65008,                 1.4363,                 1.4967,                 0.7854,                  1.414,             6.5809e-05,             6.5809e-05,             6.5809e-05
                    920,                0.27502,                0.17625,                0.79849,                 0.3759,                 0.1425,                0.79526,                0.88171,                 0.8551,                0.85422,                0.46658,                  1.399,                0.65014,                  1.426,                 1.4966,                0.78295,                 1.4121,             6.5103e-05,             6.5103e-05,             6.5103e-05
                    921,                0.29102,                0.18196,                 0.8114,                0.37652,                0.13676,                0.80962,                0.88135,                0.85082,                 0.8547,                0.46619,                 1.3956,                0.64841,                 1.4182,                 1.4942,                0.77945,                 1.4132,             6.4396e-05,             6.4396e-05,             6.4396e-05
                    922,                0.28639,                0.18025,                0.79341,                0.39836,                0.14942,                0.79418,                0.86035,                0.85616,                0.85003,                0.46491,                  1.396,                0.65172,                 1.4169,                 1.5033,                0.78104,                 1.4138,             6.3689e-05,             6.3689e-05,             6.3689e-05
                    923,                 0.2704,                 0.1717,                0.79717,                0.34158,                0.12716,                0.79894,                0.85408,                0.85722,                0.85018,                0.46498,                 1.3969,                0.65662,                  1.419,                 1.5017,                0.79686,                 1.4154,             6.2982e-05,             6.2982e-05,             6.2982e-05
                    924,                0.27362,                0.17323,                0.79382,                0.38383,                0.14684,                0.79328,                0.83962,                0.85929,                0.85143,                0.46595,                  1.397,                0.66339,                 1.4208,                 1.5003,                0.80033,                  1.413,             6.2275e-05,             6.2275e-05,             6.2275e-05
                    925,                0.28362,                0.18013,                0.80023,                0.38681,                 0.1449,                0.79835,                0.85926,                0.85876,                0.84924,                0.46491,                  1.389,                0.66635,                 1.4103,                  1.499,                0.79486,                 1.4124,             6.1568e-05,             6.1568e-05,             6.1568e-05
                    926,                 0.2874,                0.18016,                0.80046,                0.38052,                0.15308,                0.80151,                0.87809,                0.85897,                0.85226,                0.46793,                 1.3894,                0.66687,                 1.4125,                 1.4986,                0.79421,                 1.4099,             6.0861e-05,             6.0861e-05,             6.0861e-05
                    927,                0.27959,                0.17342,                0.79851,                0.34399,                0.12728,                0.79538,                0.88069,                0.85286,                0.85198,                0.46771,                 1.3898,                0.66574,                 1.4152,                 1.4994,                0.78791,                  1.412,             6.0154e-05,             6.0154e-05,             6.0154e-05
                    928,                0.27415,                0.17098,                0.80064,                 0.3622,                0.13587,                0.80213,                0.87595,                0.85433,                 0.8508,                0.46709,                 1.3909,                0.66851,                 1.4183,                 1.4997,                0.78498,                 1.4145,             5.9448e-05,             5.9448e-05,             5.9448e-05
                    929,                0.28987,                0.18297,                 0.7982,                0.38735,                0.14498,                0.79832,                0.86317,                0.84764,                0.84868,                0.46583,                 1.3962,                0.66281,                 1.4274,                 1.5003,                0.78098,                 1.4159,             5.8741e-05,             5.8741e-05,             5.8741e-05
                    930,                0.29173,                0.18093,                0.79185,                0.38955,                0.13741,                0.78959,                0.89087,                0.84345,                0.86259,                0.47123,                 1.4013,                0.64941,                 1.4387,                 1.4991,                0.78355,                  1.412,             5.8034e-05,             5.8034e-05,             5.8034e-05
                    931,                0.26974,                0.17039,                 0.7974,                0.35878,                0.12907,                0.79706,                0.89534,                0.84389,                0.86617,                0.47642,                  1.399,                0.64426,                 1.4404,                 1.4961,                0.77974,                 1.4098,             5.7327e-05,             5.7327e-05,             5.7327e-05
                    932,                0.26531,                0.16113,                0.80033,                0.34254,                0.11734,                 0.8001,                0.87753,                0.87726,                0.87287,                0.47912,                 1.3941,                0.64781,                 1.4355,                 1.4871,                 0.7983,                 1.4071,              5.662e-05,              5.662e-05,              5.662e-05
                    933,                0.25926,                0.17182,                0.79769,                 0.3096,                0.12056,                0.79711,                0.87423,                0.88584,                0.87191,                0.47894,                 1.3879,                0.65305,                 1.4273,                 1.4858,                0.77413,                 1.4043,             5.5913e-05,             5.5913e-05,             5.5913e-05
                    934,                0.27516,                0.17461,                0.79285,                0.35923,                0.13368,                0.79078,                0.88609,                0.86635,                0.86837,                0.47917,                 1.3826,                0.66112,                 1.4232,                 1.4849,                 0.7741,                 1.4035,             5.5206e-05,             5.5206e-05,             5.5206e-05
                    935,                0.28171,                0.17728,                0.80543,                0.32443,                 0.1312,                 0.8044,                 0.8882,                0.86388,                 0.8709,                0.48039,                 1.3815,                0.65759,                 1.4199,                 1.4906,                0.76851,                 1.4055,               5.45e-05,               5.45e-05,               5.45e-05
                    936,                0.29416,                0.17947,                0.80514,                0.37965,                0.15657,                0.80521,                 0.8818,                0.87725,                0.87356,                0.48085,                 1.3866,                0.65859,                 1.4219,                 1.4934,                0.76825,                 1.4099,             5.3793e-05,             5.3793e-05,             5.3793e-05
                    937,                0.27099,                0.16771,                0.79984,                0.34859,                0.12116,                0.79643,                0.88766,                0.87172,                0.87363,                0.48053,                 1.3884,                0.66394,                 1.4268,                 1.4941,                 0.7703,                 1.4143,             5.3086e-05,             5.3086e-05,             5.3086e-05
                    938,                0.26638,                0.16674,                0.79582,                0.35131,                0.12539,                0.79541,                0.85996,                0.89463,                0.86829,                0.47868,                 1.3845,                 0.6723,                 1.4283,                 1.4942,                0.76424,                 1.4165,             5.2379e-05,             5.2379e-05,             5.2379e-05
                    939,                0.28202,                0.17325,                0.80328,                0.37639,                0.13565,                0.80204,                0.88838,                0.87983,                0.87486,                0.48128,                 1.3823,                0.66728,                  1.424,                 1.4943,                0.76225,                 1.4168,             5.1672e-05,             5.1672e-05,             5.1672e-05
                    940,                 0.2626,                0.16756,                0.80337,                0.32596,                0.12306,                0.80077,                 0.8883,                0.87929,                0.87305,                 0.4799,                 1.3818,                0.66391,                 1.4233,                 1.4942,                0.76302,                 1.4176,             5.0965e-05,             5.0965e-05,             5.0965e-05
                    941,                 0.2695,                0.16975,                    0.8,                0.34979,                0.13189,                0.79862,                0.85552,                0.86643,                0.85807,                0.47319,                 1.3816,                0.65863,                 1.4225,                 1.4957,                0.76698,                 1.4216,             5.0258e-05,             5.0258e-05,             5.0258e-05
                    942,                0.26533,                0.16299,                0.80938,                0.31069,                0.11452,                 0.8116,                 0.8552,                0.86706,                  0.855,                0.47169,                 1.3833,                0.66069,                 1.4253,                 1.4916,                0.77517,                 1.4174,             4.9552e-05,             4.9552e-05,             4.9552e-05
                    943,                 0.2623,                0.16661,                0.80169,                 0.3384,                0.12478,                0.80231,                0.84945,                0.87379,                0.85608,                0.47221,                 1.3856,                0.65956,                 1.4277,                 1.4931,                0.77983,                 1.4168,             4.8845e-05,             4.8845e-05,             4.8845e-05
                    944,                0.27616,                0.17399,                0.80237,                0.35296,                0.13133,                0.80257,                0.87796,                0.84526,                0.86211,                0.47524,                 1.3889,                0.65676,                 1.4313,                 1.4956,                0.77689,                 1.4182,             4.8138e-05,             4.8138e-05,             4.8138e-05
                    945,                0.28452,                 0.1786,                0.80392,                0.35291,                0.13193,                0.79996,                0.86809,                0.84653,                 0.8601,                0.47533,                 1.3917,                0.65495,                 1.4338,                  1.496,                0.77939,                   1.42,             4.7431e-05,             4.7431e-05,             4.7431e-05
                    946,                0.27248,                0.17053,                0.79599,                0.37186,                0.13647,                0.79508,                0.85965,                0.85922,                0.86092,                0.47637,                 1.3944,                0.65124,                 1.4374,                 1.4954,                 0.7717,                   1.42,             4.6724e-05,             4.6724e-05,             4.6724e-05
                    947,                0.29309,                0.18186,                0.79778,                0.37602,                 0.1391,                0.79653,                0.85675,                0.85992,                0.85895,                0.47448,                 1.3936,                 0.6519,                 1.4364,                 1.4947,                0.76803,                 1.4194,             4.6017e-05,             4.6017e-05,             4.6017e-05
                    948,                0.26487,                0.16622,                0.79143,                0.34135,                0.12759,                0.79353,                0.85343,                0.87542,                 0.8596,                0.47651,                 1.3937,                0.65578,                 1.4379,                 1.4924,                0.77247,                 1.4189,              4.531e-05,              4.531e-05,              4.531e-05
                    949,                0.28075,                0.17578,                0.79324,                0.36726,                0.13599,                0.78926,                0.85376,                0.87876,                0.85782,                0.47556,                 1.3945,                0.65882,                 1.4387,                 1.4923,                0.76825,                 1.4195,             4.4604e-05,             4.4604e-05,             4.4604e-05
                    950,                0.27993,                0.17601,                0.79561,                 0.3528,                 0.1371,                 0.7975,                0.85629,                0.87794,                0.86406,                0.47844,                 1.3929,                0.66145,                 1.4346,                 1.4919,                0.77252,                 1.4184,             4.3897e-05,             4.3897e-05,             4.3897e-05
                    951,                0.26886,                0.16647,                0.80535,                0.33841,                 0.1314,                 0.7989,                0.85266,                0.87865,                0.86525,                0.47864,                 1.3904,                0.66671,                 1.4291,                 1.4935,                0.77827,                 1.4186,              4.319e-05,              4.319e-05,              4.319e-05
                    952,                0.27511,                0.17283,                0.79746,                0.37372,                0.13904,                0.79844,                0.85452,                0.87452,                 0.8667,                 0.4777,                 1.3905,                0.67073,                 1.4277,                 1.4983,                0.76546,                 1.4201,             4.2483e-05,             4.2483e-05,             4.2483e-05
                    953,                0.30253,                0.18015,                0.80272,                0.41978,                0.14795,                0.80225,                0.87608,                0.84849,                0.86547,                 0.4754,                 1.3922,                0.67344,                 1.4291,                 1.4984,                0.76908,                   1.42,             4.1776e-05,             4.1776e-05,             4.1776e-05
                    954,                0.26706,                0.16737,                0.79166,                0.34329,                0.12521,                0.78954,                 0.8553,                0.86778,                0.85684,                0.47149,                 1.3955,                0.67567,                 1.4297,                 1.5004,                0.77367,                 1.4217,             4.1069e-05,             4.1069e-05,             4.1069e-05
                    955,                0.27193,                0.17234,                0.78335,                0.34507,                0.12422,                0.78078,                0.87138,                0.85792,                0.85989,                0.47241,                 1.4018,                0.67303,                 1.4398,                    1.5,                0.77747,                 1.4251,             4.0362e-05,             4.0362e-05,             4.0362e-05
                    956,                0.26436,                0.16335,                0.79786,                 0.3501,                 0.1235,                0.79586,                0.87448,                0.85483,                 0.8598,                0.47389,                 1.4048,                0.66136,                 1.4459,                 1.5007,                0.78022,                 1.4264,             3.9656e-05,             3.9656e-05,             3.9656e-05
                    957,                0.27201,                0.17202,                0.79892,                0.33874,                0.12671,                0.79911,                0.87605,                0.85489,                0.85837,                0.47389,                 1.4046,                0.65574,                 1.4459,                 1.4994,                0.77804,                 1.4228,             3.8949e-05,             3.8949e-05,             3.8949e-05
                    958,                 0.2775,                0.16831,                0.79602,                0.38638,                0.14156,                0.79755,                0.87598,                0.85625,                0.85258,                0.47152,                 1.4011,                0.66101,                 1.4387,                 1.4987,                 0.7797,                 1.4265,             3.8242e-05,             3.8242e-05,             3.8242e-05
                    959,                0.27142,                 0.1718,                0.78996,                0.36363,                0.13204,                0.79015,                0.87097,                0.85774,                 0.8511,                0.46987,                 1.3981,                0.66198,                 1.4345,                 1.4967,                 0.7795,                 1.4263,             3.7535e-05,             3.7535e-05,             3.7535e-05
